"","Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"6655",NA,"California","06","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","75-84 years","75-84",26,"Not Applicable","Not Applicable"
"6656",NA,"California","06","2022 Week 14 ending April 09, 2022","2022/14","Renal failure","N17-N19","85+ years","85+",28,"Not Applicable","Not Applicable"
"6657",NA,"California","06","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"6658",NA,"California","06","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"6659",NA,"California","06","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","75-84 years","75-84",37,"Not Applicable","Not Applicable"
"6660",NA,"California","06","2022 Week 15 ending April 16, 2022","2022/15","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"6661",NA,"California","06","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","65-74 years","65-74",21,"Not Applicable","Not Applicable"
"6662",NA,"California","06","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"6663",NA,"California","06","2022 Week 16 ending April 23, 2022","2022/16","Renal failure","N17-N19","85+ years","85+",24,"Not Applicable","Not Applicable"
"6664",NA,"California","06","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","45-54 years","45-54",10,"Not Applicable","Not Applicable"
"6665",NA,"California","06","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","55-64 years","55-64",13,"Not Applicable","Not Applicable"
"6666",NA,"California","06","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","65-74 years","65-74",20,"Not Applicable","Not Applicable"
"6667",NA,"California","06","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","75-84 years","75-84",31,"Not Applicable","Not Applicable"
"6668",NA,"California","06","2022 Week 17 ending April 30, 2022","2022/17","Renal failure","N17-N19","85+ years","85+",24,"Not Applicable","Not Applicable"
"6669",NA,"California","06","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"6670",NA,"California","06","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","65-74 years","65-74",21,"Not Applicable","Not Applicable"
"6671",NA,"California","06","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"6672",NA,"California","06","2022 Week 18 ending May 07, 2022","2022/18","Renal failure","N17-N19","85+ years","85+",19,"Not Applicable","Not Applicable"
"6673",NA,"California","06","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"6674",NA,"California","06","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","65-74 years","65-74",30,"Not Applicable","Not Applicable"
"6675",NA,"California","06","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"6676",NA,"California","06","2022 Week 19 ending May 14, 2022","2022/19","Renal failure","N17-N19","85+ years","85+",31,"Not Applicable","Not Applicable"
"6677",NA,"California","06","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"6678",NA,"California","06","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"6679",NA,"California","06","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","75-84 years","75-84",32,"Not Applicable","Not Applicable"
"6680",NA,"California","06","2022 Week 20 ending May 21, 2022","2022/20","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"6681",NA,"California","06","2022 Week 21 ending May 28, 2022","2022/21","Renal failure","N17-N19","65-74 years","65-74",23,"Not Applicable","Not Applicable"
"6682",NA,"California","06","2022 Week 21 ending May 28, 2022","2022/21","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"6683",NA,"California","06","2022 Week 21 ending May 28, 2022","2022/21","Renal failure","N17-N19","85+ years","85+",32,"Not Applicable","Not Applicable"
"6684",NA,"California","06","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"6685",NA,"California","06","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","65-74 years","65-74",23,"Not Applicable","Not Applicable"
"6686",NA,"California","06","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"6687",NA,"California","06","2022 Week 22 ending June 04, 2022","2022/22","Renal failure","N17-N19","85+ years","85+",31,"Not Applicable","Not Applicable"
"6688",NA,"California","06","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","55-64 years","55-64",14,"Not Applicable","Not Applicable"
"6689",NA,"California","06","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","65-74 years","65-74",20,"Not Applicable","Not Applicable"
"6690",NA,"California","06","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"6691",NA,"California","06","2022 Week 23 ending June 11, 2022","2022/23","Renal failure","N17-N19","85+ years","85+",29,"Not Applicable","Not Applicable"
"6692",NA,"California","06","2022 Week 24 ending June 18, 2022","2022/24","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"6693",NA,"California","06","2022 Week 24 ending June 18, 2022","2022/24","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"6694",NA,"California","06","2022 Week 24 ending June 18, 2022","2022/24","Renal failure","N17-N19","85+ years","85+",30,"Not Applicable","Not Applicable"
"6695",NA,"California","06","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","65-74 years","65-74",20,"Not Applicable","Not Applicable"
"6696",NA,"California","06","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","75-84 years","75-84",30,"Not Applicable","Not Applicable"
"6697",NA,"California","06","2022 Week 25 ending June 25, 2022","2022/25","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"6698",NA,"California","06","2022 Week 26 ending July 02, 2022","2022/26","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"6699",NA,"California","06","2022 Week 26 ending July 02, 2022","2022/26","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"6700",NA,"California","06","2022 Week 26 ending July 02, 2022","2022/26","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"6701",NA,"California","06","2022 Week 27 ending July 09, 2022","2022/27","Renal failure","N17-N19","55-64 years","55-64",15,"Not Applicable","Not Applicable"
"6702",NA,"California","06","2022 Week 27 ending July 09, 2022","2022/27","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"6703",NA,"California","06","2022 Week 27 ending July 09, 2022","2022/27","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"6704",NA,"California","06","2022 Week 27 ending July 09, 2022","2022/27","Renal failure","N17-N19","85+ years","85+",33,"Not Applicable","Not Applicable"
"6705",NA,"California","06","2022 Week 28 ending July 16, 2022","2022/28","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"6706",NA,"California","06","2022 Week 28 ending July 16, 2022","2022/28","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"6707",NA,"California","06","2022 Week 28 ending July 16, 2022","2022/28","Renal failure","N17-N19","85+ years","85+",23,"Not Applicable","Not Applicable"
"6708",NA,"California","06","2022 Week 29 ending July 23, 2022","2022/29","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"6709",NA,"California","06","2022 Week 29 ending July 23, 2022","2022/29","Renal failure","N17-N19","75-84 years","75-84",29,"Not Applicable","Not Applicable"
"6710",NA,"California","06","2022 Week 29 ending July 23, 2022","2022/29","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"6711",NA,"California","06","2022 Week 30 ending July 30, 2022","2022/30","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"6712",NA,"California","06","2022 Week 30 ending July 30, 2022","2022/30","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"6713",NA,"California","06","2022 Week 30 ending July 30, 2022","2022/30","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"6714",NA,"California","06","2022 Week 30 ending July 30, 2022","2022/30","Renal failure","N17-N19","85+ years","85+",29,"Not Applicable","Not Applicable"
"6715",NA,"California","06","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"6716",NA,"California","06","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"6717",NA,"California","06","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","75-84 years","75-84",25,"Not Applicable","Not Applicable"
"6718",NA,"California","06","2022 Week 31 ending August 06, 2022","2022/31","Renal failure","N17-N19","85+ years","85+",37,"Not Applicable","Not Applicable"
"6719",NA,"California","06","2022 Week 32 ending August 13, 2022","2022/32","Renal failure","N17-N19","55-64 years","55-64",13,"Not Applicable","Not Applicable"
"6720",NA,"California","06","2022 Week 32 ending August 13, 2022","2022/32","Renal failure","N17-N19","65-74 years","65-74",24,"Not Applicable","Not Applicable"
"6721",NA,"California","06","2022 Week 32 ending August 13, 2022","2022/32","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"6722",NA,"California","06","2022 Week 32 ending August 13, 2022","2022/32","Renal failure","N17-N19","85+ years","85+",23,"Not Applicable","Not Applicable"
"6723",NA,"California","06","2022 Week 33 ending August 20, 2022","2022/33","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"6724",NA,"California","06","2022 Week 33 ending August 20, 2022","2022/33","Renal failure","N17-N19","65-74 years","65-74",26,"Not Applicable","Not Applicable"
"6725",NA,"California","06","2022 Week 33 ending August 20, 2022","2022/33","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"6726",NA,"California","06","2022 Week 33 ending August 20, 2022","2022/33","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"6727",NA,"California","06","2022 Week 34 ending August 27, 2022","2022/34","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"6728",NA,"California","06","2022 Week 34 ending August 27, 2022","2022/34","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"6729",NA,"California","06","2022 Week 34 ending August 27, 2022","2022/34","Renal failure","N17-N19","85+ years","85+",29,"Not Applicable","Not Applicable"
"6730",NA,"California","06","2022 Week 35 ending September 03, 2022","2022/35","Renal failure","N17-N19","55-64 years","55-64",15,"Not Applicable","Not Applicable"
"6731",NA,"California","06","2022 Week 35 ending September 03, 2022","2022/35","Renal failure","N17-N19","65-74 years","65-74",22,"Not Applicable","Not Applicable"
"6732",NA,"California","06","2022 Week 35 ending September 03, 2022","2022/35","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"6733",NA,"California","06","2022 Week 35 ending September 03, 2022","2022/35","Renal failure","N17-N19","85+ years","85+",31,"Not Applicable","Not Applicable"
"6734",NA,"California","06","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"6735",NA,"California","06","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"6736",NA,"California","06","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"6737",NA,"California","06","2022 Week 36 ending September 10, 2022","2022/36","Renal failure","N17-N19","85+ years","85+",33,"Not Applicable","Not Applicable"
"6738",NA,"California","06","2022 Week 37 ending September 17, 2022","2022/37","Renal failure","N17-N19","55-64 years","55-64",15,"Not Applicable","Not Applicable"
"6739",NA,"California","06","2022 Week 37 ending September 17, 2022","2022/37","Renal failure","N17-N19","65-74 years","65-74",20,"Not Applicable","Not Applicable"
"6740",NA,"California","06","2022 Week 37 ending September 17, 2022","2022/37","Renal failure","N17-N19","75-84 years","75-84",32,"Not Applicable","Not Applicable"
"6741",NA,"California","06","2022 Week 37 ending September 17, 2022","2022/37","Renal failure","N17-N19","85+ years","85+",30,"Not Applicable","Not Applicable"
"6742",NA,"California","06","2022 Week 38 ending September 24, 2022","2022/38","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"6743",NA,"California","06","2022 Week 38 ending September 24, 2022","2022/38","Renal failure","N17-N19","75-84 years","75-84",26,"Not Applicable","Not Applicable"
"6744",NA,"California","06","2022 Week 38 ending September 24, 2022","2022/38","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"6745",NA,"California","06","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","55-64 years","55-64",14,"Not Applicable","Not Applicable"
"6746",NA,"California","06","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"6747",NA,"California","06","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","75-84 years","75-84",33,"Not Applicable","Not Applicable"
"6748",NA,"California","06","2022 Week 39 ending October 01, 2022","2022/39","Renal failure","N17-N19","85+ years","85+",28,"Not Applicable","Not Applicable"
"6749",NA,"California","06","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"6750",NA,"California","06","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"6751",NA,"California","06","2022 Week 40 ending October 08, 2022","2022/40","Renal failure","N17-N19","85+ years","85+",26,"Not Applicable","Not Applicable"
"6752",NA,"California","06","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"6753",NA,"California","06","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"6754",NA,"California","06","2022 Week 41 ending October 15, 2022","2022/41","Renal failure","N17-N19","85+ years","85+",32,"Not Applicable","Not Applicable"
"6755",NA,"California","06","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","65-74 years","65-74",20,"Not Applicable","Not Applicable"
"6756",NA,"California","06","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","75-84 years","75-84",28,"Not Applicable","Not Applicable"
"6757",NA,"California","06","2022 Week 42 ending October 22, 2022","2022/42","Renal failure","N17-N19","85+ years","85+",27,"Not Applicable","Not Applicable"
"6758",NA,"California","06","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","55-64 years","55-64",13,"Not Applicable","Not Applicable"
"6759",NA,"California","06","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"6760",NA,"California","06","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","75-84 years","75-84",29,"Not Applicable","Not Applicable"
"6761",NA,"California","06","2022 Week 43 ending October 29, 2022","2022/43","Renal failure","N17-N19","85+ years","85+",31,"Not Applicable","Not Applicable"
"6762",NA,"California","06","2022 Week 44 ending November 05, 2022","2022/44","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"6763",NA,"California","06","2022 Week 44 ending November 05, 2022","2022/44","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
